PREFEITURA DO MUNICÍPIO DE SÃO PAULO,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32
SMSO - Secretaria Municipal de Serviços e Obras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOLETIM PLUVIOMÉTRICO MENSAL - AGOSTO - 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,TOTAL
CV - Casa Verde,0.0,0.7,0.4,0.4,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004,0.0,0.0,0.0,0.0,6.0,0.3,0.1,0.0,0.30000000000000004,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.8,12.600000000000001
FO - Freguesia do Ó,0.0,0.4,0.30000000000000004,0.5,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.7,0.2,0.1,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.000000000000001
JT - Jaçanã / Tremembé,0.1,0.5,2.8,0.7999999999999999,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004,0.2,0.0,0.0,0.0,2.1,0.7999999999999999,0.1,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.7,10.6
MG - Vl. Maria / Guilherme,0.0,1.2,0.4,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.8,6.6
PJ - Pirituba / Jaraguá,0.0,0.4,0.1,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.1,0.0,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,2.2,4.800000000000001
PR - Perus,0.1,0.5,0.3,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,1.2,0.0,0.0,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.7
ST - Santana,0.0,1.0,0.5,0.3,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004,0.1,0.0,0.0,0.0,0.9,0.2,0.1,0.0,0.30000000000000004,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.4,7.199999999999999
PRECIPITAÇÃO MÉDIA - ZN,0.028571428571428574,0.6714285714285714,0.6857142857142857,0.35714285714285715,0.6285714285714287,0.0,0.0,0.014285714285714287,0.0,0.0,0.0,0.0,0.0,0.17142857142857146,0.042857142857142864,0.014285714285714287,0.014285714285714287,0.0,1.7285714285714284,0.21428571428571425,0.07142857142857142,0.0,0.32857142857142857,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,2.8428571428571425,8.071428571428573
AF - Aricanduva / Vl. Formosa,0.0,0.8,0.30000000000000004,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.4,5.1
EM - Ermelino Matarazzo,0.0,0.2,1.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.1,4.300000000000001
GU - Guaianazes,0.0,0.9,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.5,4.4
IQ - Itaquera,0.0,1.1,0.5,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.5,4.800000000000001
IT - Itaim Paulista,0.0,0.6,2.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,5.1000000000000005
MO - Móoca,0.0,1.2,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,2.8,5.8999999999999995
MP - São Miguel Paulista,0.0,0.3,1.9000000000000001,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1.5,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.8,4.999999999999999
