PREFEITURA DO MUNICÍPIO DE SÃO PAULO,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31
SMSO - Secretaria Municipal de Serviços e Obras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOLETIM PLUVIOMÉTRICO MENSAL - JUNHO - 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,TOTAL
CV - Casa Verde,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9,0.0,2.6,0.1,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.30000000000000004,0.0,0.4,5.3,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,12.199999999999998
FO - Freguesia do Ó,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.7,0.0,2.4,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.30000000000000004,0.0,0.7000000000000001,6.800000000000001,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,13.6
JT - Jaçanã / Tremembé,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,2.6,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.4,0.2,0.1,8.3,0.1,0.0,0.0,0.0,0.0,0.0,0.7999999999999999,0.0,13.700000000000001
MG - Vl. Maria / Guilherme,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.3,0.0,1.1,0.3,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.1,0.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,6.8999999999999995
PJ - Pirituba / Jaraguá,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.4,0.0,1.6,0.5,0.0,0.0,0.0,0.0,0.0,0.30000000000000004,0.0,0.2,0.0,0.8,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,12.999999999999998
PR - Perus,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.4,0.0,2.3,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.2,0.1,1.1,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,17.900000000000002
ST - Santana,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.30000000000000004,0.0,0.2,3.6,0.1,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,8.6
PRECIPITAÇÃO MÉDIA - ZN,0.0,0.0,0.0,0.0,0.0,0.0,1.6857142857142857,0.5285714285714286,0.0,2.0857142857142854,0.18571428571428572,0.0,0.0,0.0,0.0,0.014285714285714287,0.3,0.0,0.2571428571428572,0.042857142857142864,0.5428571428571429,6.142857142857143,0.05714285714285715,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,12.27142857142857
AF - Aricanduva / Vl. Formosa,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.8999999999999999,0.0,1.9,0.4,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.3,1.9000000000000001,2.6,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.0,14.1
EM - Ermelino Matarazzo,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.30000000000000004,0.0,1.7999999999999998,0.1,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.2,0.3,1.3,4.1,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.0,14
GU - Guaianazes,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.2,0.0,2.1,0.1,0.0,0.0,0.0,0.0,0.1,0.6,0.0,0.0,0.4,1.9000000000000001,3.5,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,12.999999999999998
IQ - Itaquera,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.5,0.0,2.0,0.1,0.0,0.0,0.0,0.0,0.1,0.8,0.0,0.2,0.4,1.7,2.9,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.0,13.2
IT - Itaim Paulista,0.0,0.0,0.0,0.0,0.0,0.0,4.9,0.2,0.0,2.4,0.2,0.0,0.0,0.0,0.0,0.2,0.7,0.0,0.1,0.4,2.5,4.9,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,16.8
MO - Móoca,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.9999999999999999,0.0,1.7000000000000002,0.6,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.3,1.6,2.4,0.1,0.0,0.0,0.0,0.0,0.0,0.5,0.0,13.299999999999999
MP - São Miguel Paulista,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.1,0.0,2.2,0.1,0.0,0.0,0.0,0.0,0.2,0.7,0.0,0.2,0.3,2.0,4.6,0.1,0.0,0.0,0.0,0.0,0.0,0.30000000000000004,0.0,15.899999999999999
PE - Penha,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.30000000000000004,0.0,1.7000000000000002,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.2,0.3,1.5,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,13.6
