PREFEITURA DO MUNICÍPIO DE SÃO PAULO,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29
SURB - Secretaria de Infraestrutura Urbana e Obras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOLETIM PLUVIOMÉTRICO MENSAL - FEVEREIRO - 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,TOTAL
CV - Casa Verde,0.0,0.2,0.0,49.0,0.0,47.9,0.0,0.0,0.0,0.0,0.0,2.0,3.8000000000000003,0.0,24.4,64.2,0.5,0.0,0.0,1.5,9.4,7.800000000000001,0.2,4.1,13.2,42.6,14.8,15.4,301
FO - Freguesia do Ó,0.0,0.4,0.0,50.0,0.0,47.800000000000004,0.0,0.0,0.0,0.0,0.0,2.8,3.5999999999999996,0.0,23.6,58.6,0.3,0.0,0.0,0.30000000000000004,14.600000000000001,7.5,0.0,3.5,16.5,40.5,20.2,14.5,304.7
JT - Jaçanã / Tremembé,0.0,0.3,0.0,3.5,0.0,55.9,0.0,0.0,0.0,0.0,0.0,2.5,4.9,0.0,20.0,34.8,0.6,0.0,0.0,0.2,30.0,12.0,0.2,4.7,24.8,23.2,19.8,10.5,247.89999999999998
MG - Vl. Maria / Guilherme,0.0,1.0,0.0,35.8,0.0,42.699999999999996,0.0,0.0,0.0,0.0,0.0,2.8,3.5999999999999996,0.0,17.6,40.400000000000006,0.4,1.8,0.0,10.5,15.2,15.8,0.0,4.800000000000001,18.4,28.0,11.6,9.8,260.20000000000005
PJ - Pirituba / Jaraguá,0.0,0.8,0.0,27.0,0.0,40.6,0.0,0.0,0.0,0.0,0.0,9.4,2.9,0.0,24.0,65.4,0.0,0.0,0.0,0.1,14.2,8.8,0.2,2.3,8.0,31.0,13.0,8.0,255.70000000000002
PR - Perus,0.0,1.6,0.0,15.2,0.0,56.0,0.0,0.0,0.0,0.0,0.0,28.6,2.4,0.0,34.4,53.0,0.3,0.0,0.0,0.9,3.4,7.6,0.0,7.4,9.6,32.4,0.0,27.200000000000003,280.00000000000006
ST - Santana,0.0,0.2,0.0,29.76,0.0,54.00000000000001,0.0,0.0,0.0,0.0,0.0,2.2,4.300000000000001,0.0,20.0,61.1,0.5,0.0,0.0,6.9,23.9,9.799999999999999,0.0,4.8,15.1,29.5,14.5,10.309999999999999,286.87000000000006
PRECIPITAÇÃO MÉDIA - ZN,0.0,0.642857142857143,0.0,30.037142857142857,0.0,49.271428571428565,0.0,0.0,0.0,0.0,0.0,7.185714285714286,3.642857142857143,0.0,23.428571428571427,53.92857142857144,0.3714285714285714,0.2571428571428572,0.0,2.914285714285714,15.814285714285717,9.900000000000002,0.08571428571428573,4.514285714285715,15.085714285714285,32.45714285714286,13.414285714285713,13.672857142857143,276.62428571428575
AF - Aricanduva / Vl. Formosa,0.0,2.3,0.0,44.8,0.0,45.7,0.0,0.0,0.0,0.0,0.0,20.4,3.5,0.0,27.4,76.00000000000001,0.3,0.0,0.0,41.3,42.0,14.6,1.0,5.7,30.6,42.400000000000006,7.6,10.8,416.40000000000015
