PREFEITURA DO MUNICÍPIO DE SÃO PAULO,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31
SIURB - Secretaria de Infra-Estrutura Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOLETIM PLUVIOMÉTRICO MENSAL - NOVEMBRO - 2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,TOTAL
CV - Casa Verde,23.3,31.4,10.5,29.2,0.2,0.0,0.0,0.0,10.5,0.0,0.0,0.0,15.0,5.0,0.0,0.0,30.5,0.0,0.0,4.0,5.7,0.0,9.7,1.8,0.0,0.0,0.0,11.0,47.2,0.2,235.2
FO - Freguesia do Ó,31.5,30.400000000000002,6.4,39.5,0.0,0.2,0.0,0.2,16.2,0.0,2.2,0.0,14.5,6.0,0.0,0.0,17.1,0.2,0.0,7.5,10.5,0.8,4.9,0.5,0.0,0.0,0.0,15.0,34.0,4.5,242.10000000000002
JT - Jaçanã / Tremembé,28.8,33.099999999999994,25.3,39.0,0.4,1.0,0.4,1.0,12.899999999999999,0.0,0.0,0.0,8.2,5.3999999999999995,0.0,0.0,20.4,0.2,0.0,4.5,5.3,0.0,11.700000000000001,0.2,0.0,0.0,0.0,27.0,23.5,2.7,250.99999999999997
MG - Vl. Maria / Guilherme,33.4,38.99999999999999,3.8,25.200000000000003,0.6000000000000001,0.0,0.0,0.6,12.8,0.0,0.0,0.0,8.8,4.2,0.0,0.0,10.0,0.0,0.0,4.8,5.0,0.0,11.6,0.2,0.0,0.0,0.0,20.200000000000003,33.0,2.4,215.6
PJ - Pirituba / Jaraguá,24.099999999999998,38.3,8.2,37.4,5.0,0.0,0.2,0.0,27.0,0.0,0.0,0.0,13.8,13.2,0.0,0.0,33.0,0.0,0.0,4.0,11.0,3.4,11.3,0.2,0.0,0.2,0.0,28.1,38.50000000000001,4.3,301.2
PR - Perus,18.2,32.5,8.2,36.9,1.1,0.0,1.1,0.9,5.9,0.0,0.0,0.0,7.8,8.2,0.0,0.0,26.8,0.0,0.0,8.0,2.3,0.0,17.200000000000003,0.6,0.0,0.0,0.0,3.0,21.500000000000004,2.8,203.00000000000003
