PREFEITURA DO MUNICÍPIO DE SÃO PAULO,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29
ST - Santana,31.2,9.9,49.3,29.5,11.5,0.4,0.0,0.0,0.0,1.9,27.6,0.0,0.0,0.0,0.0,0.0,30.9,16.8,0.0,0.0,0.0,0.0,1.3,10.8,27.4,0.0,0.0,14.399999999999999,262.90000000000003
PRECIPITAÇÃO MÉDIA - ZN,17.42857142857143,14.157142857142858,35.82857142857143,12.299999999999999,7.247619047619048,3.5142857142857147,0.0,0.0,0.0,2.4714285714285715,11.585714285714285,7.714285714285714,0.0,0.0,0.2285714285714286,0.2285714285714286,36.0,14.414285714285713,0.0,0.0,0.0,1.6857142857142855,1.0142857142857142,6.242857142857143,29.914285714285715,0.04285714285714286,0.0,11.114285714285714,213.13333333333335
AF - Aricanduva / Vl. Formosa,7.0,21.5,46.0,25.4,0.0,14.5,0.0,0.0,0.0,1.8,32.0,7.8,0.0,0.0,0.0,0.0,12.0,9.5,0.0,0.0,0.0,2.5,42.0,0.0,37.3,0.0,0.0,13.5,272.8
EM - Ermelino Matarazo,58.5,0.6,47.5,9.0,0.0,41.7,0.2,0.0,0.0,0.8,4.1,0.0,0.0,0.0,0.0,0.2,5.7,6.3,0.0,3.3,0.0,24.4,5.3999999999999995,1.8,22.1,0.3,0.0,11.0,242.90000000000003
GU - Guaianazes,20.9,0.0,57.5,6.4,0.0,15.7,0.8,0.0,0.0,3.2,3.0999999999999996,0.0,0.0,0.0,0.0,0.0,30.2,5.5,0.0,0.9,0.0,0.8,8.3,6.5,25.1,0.6,0.0,10.899999999999999,196.40000000000003
IQ - Itaquera,31.2,0.0,57.0,35.0,0.0,6.2,0.0,0.0,0.0,1.3,2.8,0.0,0.0,0.0,0.0,0.0,17.5,6.5,0.0,0.0,0.0,0.0,17.4,7.2,13.2,0.0,0.0,5.0,200.3
IT - Itaim Paulista,19.0,18.6,18.0,16.2,0.0,37.2,0.0,0.0,0.6,1.9,7.0,0.0,0.0,0.0,0.0,0.0,27.2,5.6,0.0,3.2,5.6,3.0,39.4,8.0,28.8,0.0,0.0,11.6,250.89999999999998
MO - Móoca,25.6,18.0,70.0,22.6,0.0,23.0,0.0,0.0,0.0,0.0,15.7,16.7,0.0,0.0,0.0,0.0,34.5,14.4,0.0,0.0,0.0,10.3,1.5,0.0,31.0,0.0,0.0,10.899999999999999,294.19999999999993
MP - São Miguel Paulista,55.5,1.4,36.0,21.7,0.0,32.8,0.0,0.0,1.4,0.5,8.0,0.0,0.0,0.0,0.0,0.0,3.2,11.5,0.0,8.5,0.9,9.0,14.6,4.2,19.900000000000002,0.0,0.0,16.0,245.1
PE - Penha,13.4,1.0,55.6,14.4,0.0,13.4,0.0,0.0,0.0,8.7,22.1,3.0,0.0,0.0,0.0,0.0,12.8,8.5,0.0,0.0,0.0,1.3,23.0,0.0,24.4,0.0,0.0,18.7,220.30000000000004
SM - São Mateus,3.0,0.0,40.0,30.0,0.0,10.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,29.0,7.0,0.0,0.0,0.0,0.0,3.3,0.0,16.2,0.0,0.0,4.0,148.5
CT - Cidade Tiradentes,9.2,0.0,32.2,0.0,0.0,7.5,2.1,0.0,1.2,3.9,2.7,0.0,0.0,0.0,0.0,0.0,54.1,8.3,0.4,14.3,0.0,1.0,3.9,4.0,28.9,0.0,0.0,9.7,183.4
VP - Vila Prudente,21.0,26.6,55.0,16.5,0.0,43.8,0.0,0.0,0.0,0.0,31.4,42.2,0.0,0.0,0.0,0.0,23.8,7.0,0.0,0.0,0.0,9.0,0.0,0.0,22.1,0.0,0.0,10.3,308.70000000000005
PRECIPITAÇÃO MÉDIA - ZL,24.027272727272727,7.972727272727273,46.8,17.927272727272726,0.0,22.345454545454547,0.2818181818181818,0.0,0.29090909090909095,2.009090909090909,12.263636363636364,6.336363636363637,0.0,0.0,0.0,0.018181818181818184,22.72727272727273,8.19090909090909,0.03636363636363637,2.7454545454545456,0.5909090909090909,5.572727272727272,14.436363636363637,2.881818181818182,24.454545454545453,0.0818181818181818,0.0,11.054545454545455,233.04545454545453
Bom Retiro (COMDEC),16.7,41.9,71.7,20.5,0.9,16.5,0.0,0.0,0.0,0.0,8.6,5.2,0.0,0.0,0.0,0.0,57.0,28.3,0.0,0.0,0.0,28.0,3.2,1.5,47.5,0.0,0.0,16.700000000000003,364.2
Consolação (CGE),67.8,53.0,23.3,8.0,3.0,12.5,0.0,0.0,0.0,6.0,14.0,5.5,0.0,0.0,0.0,0.0,74.0,54.8,0.0,0.0,0.0,2.5,0.0,0.0,52.7,0.0,0.0,22.1,399.20000000000005
SE - Sé,51.0,42.0,54.2,13.7,0.0,12.0,0.0,0.0,0.0,0.0,10.8,7.0,0.0,0.0,0.0,0.0,38.5,25.6,0.0,0.0,0.0,2.3,0.0,0.0,36.5,0.0,0.0,15.399999999999999,308.99999999999994
PRECIPITAÇÃO MÉDIA - ZC,45.166666666666664,45.63333333333333,49.73333333333333,14.066666666666668,1.3,13.666666666666666,0.0,0.0,0.0,2.0,11.133333333333335,5.8999999999999995,0.0,0.0,0.0,0.0,56.5,36.23333333333333,0.0,0.0,0.0,10.933333333333332,1.0666666666666667,0.5,45.56666666666666,0.0,0.0,18.066666666666666,357.4666666666667
BT - Butantã,42.0,3.2,0.0,15.0,0.0,29.5,0.0,0.0,0.0,2.5,19.0,22.5,0.0,0.0,0.0,1.5,27.5,24.4,0.0,0.0,0.0,26.8,0.0,2.5,34.8,0.0,0.0,13.2,264.4
LA - Lapa,21.0,5.6,5.0,8.6,22.0,3.2,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,61.4,52.0,0.0,0.0,0.0,18.400000000000002,0.0,0.0,39.5,0.0,0.0,10.8,251.60000000000002
PI - Pinheiros,35.8,13.9,0.0,41.2,5.9,6.9,0.0,0.0,0.0,0.0,16.2,4.5,0.0,0.0,0.0,0.0,57.900000000000006,49.300000000000004,0.0,0.0,0.0,15.8,0.0,0.0,43.3,0.0,0.0,20.3,311.00000000000006
PRECIPITAÇÃO MÉDIA - ZO,32.93333333333333,7.566666666666667,1.6666666666666667,21.600000000000005,9.299999999999999,13.200000000000001,0.0,0.0,0.0,0.8333333333333334,13.1,9.0,0.0,0.0,0.0,0.5,48.93333333333334,41.900000000000006,0.0,0.0,0.0,20.333333333333332,0.0,0.8333333333333334,39.199999999999996,0.0,0.0,14.766666666666666,275.6666666666667
CL - Campo Limpo,3.6,0.0,0.0,0.0,12.0,7.4,0.0,0.0,0.0,0.0,4.0,8.6,0.0,0.0,0.0,0.0,9.0,25.1,0.0,0.0,0.0,30.6,0.0,4.6,43.4,0.0,0.0,14.8,163.10000000000002
CS - Capela do Socorro,16.4,0.0,0.0,0.0,0.0,10.0,7.5,0.0,0.0,8.0,14.899999999999999,0.0,0.0,0.0,0.7,0.0,24.5,11.0,0.0,0.0,0.0,12.0,0.0,6.0,62.699999999999996,0.5,0.0,13.5,187.7
IP - Ipiranga,6.7,61.1,77.3,48.0,0.0,38.8,0.5,0.0,0.0,28.0,17.5,25.2,0.0,0.0,0.0,0.0,49.3,49.1,0.0,0.0,0.0,12.0,0.0,0.0,44.4,0.0,0.0,14.1,472
JÁ - Jabaquara,0.0,0.0,0.0,21.6,0.0,10.6,3.0,0.0,0.0,1.6,3.2,0.0,0.0,0.0,2.4,0.0,44.2,23.5,0.0,0.0,0.0,6.4,0.0,0.0,14.0,0.0,0.0,3.8,134.3
SA - Santo Amaro,16.5,0.0,0.0,6.5,0.3,23.5,2.0,0.0,0.0,10.8,25.099999999999998,12.9,0.0,0.0,0.0,0.0,20.299999999999997,22.4,0.0,0.0,0.0,22.2,0.0,2.0,47.099999999999994,0.0,0.0,15.899999999999999,227.49999999999997
VM - Vila Mariana,2.5,3.6,2.2,36.0,0.0,20.6,0.0,0.0,0.0,7.733333333333334,43.6,0.0,0.0,0.0,0.0,0.0,55.0,51.1,7.2,0.0,0.0,41.96,0.0,0.0,35.1,0.0,0.0,17.299999999999997,323.8933333333334
PA - Parelheiros ,0.0,0.0,0.0,0.0,0.0,28.599999999999998,4.2,0.0,9.2,0.0,8.4,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,6.2,0.0,0.0,47.0,2.7,0.0,14.4,129.7
PRECIPITAÇÃO MÉDIA - ZS,6.528571428571429,9.242857142857144,11.357142857142858,16.014285714285712,1.7571428571428573,19.928571428571427,2.457142857142857,0.0,1.3142857142857143,8.01904761904762,16.671428571428574,6.671428571428571,0.0,0.0,0.4428571428571428,0.0,29.185714285714287,27.02857142857143,1.0285714285714287,0.0,0.0,18.765714285714285,0.0,1.8,41.957142857142856,0.4571428571428572,0.0,13.4,234.02761904761905
PRECIPITAÇÃO MÉDIA TOTAL,21.5,13.3,32.2,16.2,3.1,15.8,0.7,0.0,0.4,3.4,13.1,6.9,0.0,0.0,0.2,0.1,33.0,19.8,0.2,1.0,0.2,9.6,5.5,3.0,33.1,0.1,0.0,12.6,244.99999999999997
