PREFEITURA DO MUNICÍPIO DE SÃO PAULO,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32
SIURB - Secretaria Municipal de Infraestrutura Urbana e Obras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOLETIM PLUVIOMÉTRICO MENSAL - OUTUBRO - 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,TOTAL
CV - Casa Verde,45.0,0.7,0.0,11.0,23.000000000000004,0.0,26.2,57.8,3.7,0.0,0.0,15.2,1.0,0.30000000000000004,0.0,18.3,13.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,4.8,6.8,7.5,34.300000000000004,0.4,7.0,276.29999999999995
FO - Freguesia do Ó,49.599999999999994,0.2,0.0,12.4,23.4,0.0,27.799999999999997,53.5,4.2,0.0,0.0,14.2,1.0,0.2,0.0,19.7,14.1,0.0,0.1,0.0,0.0,0.0,0.0,0.3,0.0,4.5,5.8,7.6,38.7,0.4,6.1,283.79999999999995
JT - Jaçanã / Tremembé,47.9,0.8999999999999999,0.0,16.3,23.799999999999997,0.0,28.4,61.9,3.5,0.30000000000000004,0.0,20.8,1.8,0.7,0.0,20.6,13.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,5.9,4.0,38.6,0.4,7.3999999999999995,300.29999999999995
MG - Vl. Maria / Guilherme,49.8,2.1999999999999997,0.0,13.7,26.9,0.0,24.0,71.6,2.8,0.0,0.0,24.3,0.7,0.1,0.0,17.6,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,7.5,5.7,6.0,34.7,0.4,9.2,310.09999999999997
