PREFEITURA DO MUNICÍPIO DE SÃO PAULO,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31
SMSO - Secretaria Municipal de Serviços e Obras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOLETIM PLUVIOMÉTRICO MENSAL - SETEMBRO - 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,TOTAL
CV - Casa Verde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,6.0,0.9,0.0,0.0,0.0,1.4000000000000001,4.6,0.0,0.0,0.0,0.0,0.4,0.30000000000000004,0.0,0.0,3.3,1.1,0.0,0.0,0.0,0.0,26.800000000000004
FO - Freguesia do Ó,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,5.7,0.9,0.0,0.0,0.0,1.1,4.199999999999999,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,2.2,1.6,0.0,0.0,0.0,0.0,25.1
JT - Jaçanã / Tremembé,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,7.0,2.1,0.0,0.0,0.0,1.6,2.3000000000000003,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,3.7,1.8,0.0,0.0,0.0,0.0,29.400000000000006
MG - Vl. Maria / Guilherme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,6.5,0.8,0.0,0.0,0.0,1.7,5.6,0.6,0.0,0.0,0.0,0.3,0.4,0.0,0.0,7.5,0.0,0.0,0.0,0.2,0.0,31.1
PJ - Pirituba / Jaraguá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8999999999999995,5.1,0.8,0.0,0.0,0.0,1.3,2.1,0.1,0.0,0.0,0.0,0.1,0.2,0.0,0.0,2.6,1.5,0.0,0.0,0.0,0.0,21.700000000000006
PR - Perus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.799999999999999,5.7,1.3,0.0,0.0,0.0,1.4,1.9000000000000001,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.4,2.0,0.0,0.0,0.0,0.0,25.699999999999996
ST - Santana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.2,1.1,0.0,0.0,0.0,1.5,4.8999999999999995,0.1,0.0,0.0,0.0,0.4,0.30000000000000004,0.0,0.0,5.4,0.6,0.0,0.0,0.0,0.0,29.5
PRECIPITAÇÃO MÉDIA - ZN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.242857142857142,6.028571428571429,1.1285714285714286,0.0,0.0,0.0,1.4285714285714286,3.657142857142857,0.11428571428571428,0.0,0.0,0.0,0.20000000000000004,0.2571428571428572,0.0,0.0,3.7285714285714286,1.2285714285714284,0.0,0.0,0.028571428571428574,0.0,27.042857142857144
AF - Aricanduva / Vl. Formosa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,4.8,0.1,0.0,0.0,0.0,1.7000000000000002,6.5,0.6,0.0,0.0,0.0,0.1,0.7999999999999999,0.0,0.0,5.8,0.0,0.0,0.0,0.2,0.0,25.400000000000002
EM - Ermelino Matarazzo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,6.5,0.8,0.0,0.0,0.0,0.9,2.4,0.2,0.0,0.0,0.0,0.2,0.5,0.0,0.0,8.0,0.0,0.0,0.0,0.2,0.0,25.799999999999997
GU - Guaianazes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.3,0.3,0.0,0.0,0.0,0.9,1.8,0.3,0.0,0.0,0.0,0.4,0.8999999999999999,0.0,0.0,6.8,0.0,0.0,0.0,0.6,0.0,22.300000000000004
IQ - Itaquera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.6000000000000005,0.1,0.0,0.0,0.0,1.3,3.9,0.3,0.0,0.0,0.0,0.2,1.0,0.0,0.0,5.7,0.0,0.0,0.0,0.6,0.0,23.8
IT - Itaim Paulista,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,7.3,1.1,0.0,0.0,0.0,0.5,1.4000000000000001,0.3,0.0,0.0,0.0,0.1,0.6,0.0,0.0,6.2,0.0,0.0,0.0,0.3,0.0,24.1
MO - Móoca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.1000000000000005,0.0,0.0,0.0,0.0,1.9,4.3,0.7,0.0,0.0,0.0,0.3,0.6000000000000001,0.0,0.0,6.6,0.0,0.0,0.0,0.3,0.0,25.3
MP - São Miguel Paulista,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,6.9,1.2000000000000002,0.0,0.0,0.0,0.5,1.5,0.2,0.0,0.0,0.0,0.1,0.6,0.0,0.0,6.9,0.0,0.0,0.0,0.3,0.0,24.8
PE - Penha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.5,0.0,0.0,0.0,1.3,3.7,0.4,0.0,0.0,0.0,0.2,0.5,0.0,0.0,8.0,0.0,0.0,0.0,0.1,0.0,26.7
