PREFEITURA DO MUNICÍPIO DE SÃO PAULO,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32
SMSO - Secretaria Municipal de Serviços e Obras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOLETIM PLUVIOMÉTRICO MENSAL - OUTUBRO - 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,TOTAL
CV - Casa Verde,0.0,0.0,0.0,0.0,0.0,0.0,4.7,5.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,28.2,0.0,0.0,0.0,40.5
FO - Freguesia do Ó,0.0,0.0,0.0,0.0,0.0,0.0,4.6,5.199999999999999,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.9,0.0,0.0,0.2,0.0,0.0,0.0,27.8,0.0,0.0,0.0,40.5
JT - Jaçanã / Tremembé,0.0,0.0,0.0,0.0,0.0,0.0,5.199999999999999,12.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.8,0.0,0.0,0.1,0.0,0.0,0.0,22.6,0.0,0.0,0.0,44.60000000000001
MG - Vl. Maria / Guilherme,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.9,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,19.200000000000003,0.0,0.0,0.0,31.1
PJ - Pirituba / Jaraguá,0.0,0.0,0.0,0.0,0.0,0.1,3.6,4.800000000000001,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.1,0.0,1.1,0.0,0.0,0.3,0.0,0.0,0.0,21.300000000000004,0.1,0.0,0.0,33.70000000000001
PR - Perus,0.0,0.0,0.0,0.0,0.0,0.6,4.0,6.199999999999999,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.7,0.0,0.0,0.0,17.9,0.2,0.0,0.0,34.400000000000006
ST - Santana,0.0,0.0,0.0,0.0,0.0,0.0,4.8,6.300000000000001,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004,0.1,0.0,0.7,0.0,0.0,0.1,0.0,0.0,0.0,26.7,0.0,0.0,0.0,40.3
PRECIPITAÇÃO MÉDIA - ZN,0.0,0.0,0.0,0.0,0.0,0.09999999999999999,4.414285714285715,6.485714285714287,1.0571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.242857142857143,0.07142857142857142,0.0,0.8571428571428573,0.0,0.0,0.21428571428571427,0.0,0.0,0.0,23.385714285714283,0.042857142857142864,0.0,0.0,37.871428571428574
AF - Aricanduva / Vl. Formosa,0.0,0.0,0.0,0.0,0.0,0.0,2.6,6.3,0.9,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,7.699999999999999,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4.699999999999999,0.1,0.0,0.0,23
EM - Ermelino Matarazzo,0.0,0.0,0.0,0.0,0.0,0.0,5.1,12.4,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,13.700000000000001,0.1,0.0,0.0,57
GU - Guaianazes,0.0,0.0,0.0,0.0,0.0,0.1,3.8,12.399999999999999,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,11.999999999999998,0.0,0.0,0.0,53.8
IQ - Itaquera,0.0,0.0,0.0,0.0,0.0,0.1,4.6,10.8,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,10.1,0.2,0.0,0.0,46.6
IT - Itaim Paulista,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.4,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.400000000000006,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,13.2,0.1,0.0,0.0,66.5
MO - Móoca,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.3,0.8,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,3.8,0.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,10.700000000000001,0.0,0.0,0.0,24.6
MP - São Miguel Paulista,0.0,0.0,0.0,0.0,0.0,0.0,3.3,12.3,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.400000000000006,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,13.4,0.2,0.0,0.0,71.00000000000001
