PREFEITURA DO MUNICÍPIO DE SÃO PAULO,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29
PJ - Pirituba / Jaraguá,16.8,7.2,0.30000000000000004,6.3,2.0,2.6,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,2.9,0.0,1.1,0.9,1.5,4.0,0.0,0.0,0.0,0.7,0.0,56
PR - Perus,23.5,2.3000000000000003,0.5,10.2,4.7,4.6,2.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,7.5,0.0,4.3999999999999995,0.2,0.3,5.2,0.0,0.0,0.0,0.2,0.0,70.20000000000002
ST - Santana,10.7,2.1,2.3000000000000003,1.9,1.2,3.2,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,4.1,4.8,0.0,2.0,2.4,13.1,1.6,0.0,0.0,0.0,0.0,0.0,56.4
PRECIPITAÇÃO MÉDIA - ZN,13.642857142857142,4.271428571428571,1.6,4.128571428571428,1.8857142857142857,3.042857142857143,6.642857142857143,0.042857142857142864,0.0,0.0,0.0,0.0,0.0,0.1142857142857143,0.0,0.0,4.457142857142857,4.1,0.0,3.0714285714285716,2.2,8.585714285714285,2.9,0.0,0.0,0.0,0.24285714285714285,0.0,60.92857142857143
AF - Aricanduva / Vl. Formosa,5.3999999999999995,22.7,1.6,0.7,0.3,1.1,32.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.299999999999999,0.0,0.1,5.3,3.2,0.0,17.3,0.0,0.0,0.0,0.0,0.0,103.49999999999999
EM - Ermelino Matarazzo,12.6,7.0,3.3,0.3,0.5,2.1,19.200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.399999999999999,0.2,0.0,12.600000000000001,7.0,2.0,21.4,0.0,0.0,0.0,0.0,0.0,97.60000000000002
GU - Guaianazes,9.899999999999999,6.4,0.1,0.0,0.7,1.8,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.299999999999999,8.6,0.1,18.900000000000002,1.6,0.0,2.5,0.0,0.0,0.0,0.0,0.0,76.7
IQ - Itaquera,10.8,10.5,1.2000000000000002,0.0,0.4,1.7,19.600000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.999999999999998,1.6,0.0,19.9,0.7999999999999999,0.0,10.3,0.0,0.0,0.0,0.0,0.0,91.8
IT - Itaim Paulista,7.3,13.2,1.6,0.0,1.0,2.4,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,5.6,0.6,19.9,1.2,0.0,7.5,0.0,0.0,0.0,0.0,0.0,82.3
MO - Móoca,15.1,12.0,1.0,1.2,0.2,0.5,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,0.3,0.0,1.5,6.2,0.1,8.0,0.0,0.0,0.0,0.0,0.0,77.99999999999999
MP - São Miguel Paulista,9.4,10.0,2.7,0.0,0.8,2.2,17.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,1.8,0.2,18.9,4.5,0.2,19.4,0.0,0.0,0.0,0.0,0.0,93
PE - Penha,11.8,6.1,3.3,0.3,0.5,2.0,24.900000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,0.5,0.0,7.2,6.6,1.2,19.5,0.0,0.0,0.0,0.0,0.0,93.60000000000001
SM - São Mateus,2.6,10.2,1.0,0.0,0.1,1.2,13.299999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8,0.5,0.1,8.5,0.1,0.0,0.7,0.0,0.0,0.0,0.0,0.0,63.10000000000001
CT - Cidade Tiradentes,7.3,6.1,0.0,0.0,0.4,1.6,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,3.7,0.0,11.7,0.7,0.0,0.1,0.0,0.0,0.0,0.0,0.0,63.6
VP - Vila Prudente,4.3,27.700000000000003,0.8,1.5,0.2,0.3,31.299999999999997,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,0.0,0.3,0.9,0.3,0.0,1.8,0.0,0.0,0.0,0.0,0.0,86.29999999999998
SB - Sapopemba,1.2000000000000002,14.799999999999999,1.7,0.2,0.2,0.5,24.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3,0.0,0.3,3.6,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,70.69999999999999
PRECIPITAÇÃO MÉDIA - ZL,8.141666666666666,12.225,1.5250000000000001,0.35000000000000003,0.4416666666666667,1.4500000000000002,21.233333333333334,0.008333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.908333333333333,1.8999999999999997,0.1416666666666667,10.741666666666667,2.6833333333333336,0.2916666666666667,9.308333333333334,0.0,0.0,0.0,0.0,0.0,83.35000000000001
Consolação (CGE),19.5,3.5,0.0,2.0,0.3,0.8,7.300000000000001,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,59.10000000000001
SE - Sé,19.9,6.699999999999999,0.0,1.5,0.2,0.7,7.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,0.4,0.0,0.0,3.5,1.9,4.5,0.0,0.0,0.0,0.0,0.0,59.099999999999994
PRECIPITAÇÃO MÉDIA - ZC,19.7,5.1,0.0,1.75,0.25,0.75,7.300000000000001,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.45,0.2,0.0,0.0,1.75,2.95,5.75,0.0,0.0,0.0,0.0,0.0,59.1
BT - Butantã,17.9,9.8,0.9,3.8,0.30000000000000004,0.0,17.9,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,16.599999999999998,0.4,0.0,3.4,1.2000000000000002,3.2,17.9,0.0,0.0,0.0,0.0,0.0,93.6
LA - Lapa,9.1,4.5,0.2,3.5,0.2,0.4,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6000000000000005,0.0,0.0,0.1,7.3999999999999995,1.5,4.3,0.0,0.0,0.0,0.0,0.0,48.99999999999999
PI - Pinheiros,12.8,7.4,0.1,2.4,0.30000000000000004,0.1,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,10.299999999999999,0.6,0.0,1.1,5.8,1.9,5.2,0.0,0.0,0.0,0.0,0.0,60.2
PRECIPITAÇÃO MÉDIA - ZO,13.266666666666666,7.233333333333334,0.4000000000000001,3.233333333333333,0.26666666666666666,0.16666666666666666,13.966666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.2333333333333333,0.0,0.0,10.833333333333334,0.3333333333333333,0.0,1.5333333333333332,4.8,2.1999999999999997,9.133333333333333,0.0,0.0,0.0,0.0,0.0,67.60000000000001
MB - M Boi Mirim,12.8,19.5,1.1,5.3,1.2,0.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,2.1,3.5,0.6,5.199999999999999,0.0,4.8,12.1,0.0,0.0,0.0,0.0,0.0,77.6
CL - Campo Limpo,13.799999999999999,28.000000000000004,0.8,5.4,0.8999999999999999,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.0,6.5,1.5,0.0,2.1,0.2,11.6,8.9,0.0,0.0,0.0,0.0,0.0,89.10000000000001
CS - Capela do Socorro,11.6,24.400000000000002,0.9,2.0,1.3,11.8,30.8,0.4,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.0,7.3,0.2,1.5,16.9,0.0,0.1,2.5,0.0,0.0,0.0,0.0,0.0,112.19999999999999
IP - Ipiranga,11.3,13.899999999999999,0.3,0.8,0.2,0.7,14.499999999999998,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,11.9,0.1,0.0,0.7,0.1,0.0,0.6,0.0,0.0,0.0,0.0,0.0,55.5
JA - Jabaquara,4.9,24.2,0.4,1.2,0.2,0.1,17.099999999999998,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,10.799999999999999,0.2,0.0,5.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,65.39999999999999
SA - Santo Amaro,6.499999999999999,12.600000000000001,0.3,2.5,0.6,0.0,13.1,0.2,0.0,0.0,0.0,0.0,0.0,1.3,0.30000000000000004,0.0,7.3999999999999995,0.7999999999999999,0.1,4.2,0.1,2.4,6.6,0.0,0.0,0.0,0.0,0.0,59
VM - Vila Mariana,20.299999999999997,18.2,0.1,1.2,0.2,0.1,10.2,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,14.2,1.2,0.0,0.6,0.3,0.5,4.1,0.0,0.0,0.0,0.0,0.0,71.7
PA - Parelheiros ,17.0,10.6,1.6,0.4,0.4,11.3,53.900000000000006,2.4,0.0,0.0,0.0,0.0,0.0,0.1,3.5,0.0,7.800000000000001,2.1,2.5,4.7,0.0,0.2,0.9,0.0,0.0,0.0,0.0,0.0,119.4
AD - Cidade Ademar,2.6,32.2,1.1,2.0,0.7,1.2,21.4,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.2,0.7,0.0,8.1,0.1,0.3,10.1,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,81.9
PRECIPITAÇÃO MÉDIA - ZS,11.199999999999998,20.400000000000002,0.7,2.311111111111111,0.6333333333333333,2.8,19.811111111111114,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.4,0.6333333333333333,0.0,8.455555555555554,1.0777777777777777,0.5555555555555556,5.5,0.07777777777777778,2.1777777777777776,4.1,0.0,0.0,0.0,0.0,0.0,81.3111111111111
PRECIPITAÇÃO MÉDIA TOTAL,11.30909090909091,11.881818181818183,1.1303030303030301,2.0333333333333337,0.7727272727272726,1.996969696969697,16.245454545454546,0.14242424242424237,0.0,0.0,0.0,0.0,0.0,0.15454545454545454,0.17272727272727273,0.0,9.745454545454548,1.896969696969697,0.20303030303030298,6.196969696969697,2.0060606060606063,2.9,6.296969696969697,0.0,0.0,0.0,0.051515151515151514,0.0,75.13636363636364
