PREFEITURA DO MUNICÍPIO DE SÃO PAULO,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32
SIURB - Secretaria de Infra-Estrutura Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOLETIM PLUVIOMÉTRICO MENSAL - OUTUBRO - 2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,TOTAL
CV - Casa Verde,0.0,5.2,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.5,0.0,10.6,5.0,21.3,25.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.9,1.3,2.5,116.90000000000002
FO - Freguesia do Ó,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,4.5,0.0,10.1,0.0,12.0,3.4,24.700000000000003,28.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,7.8,4.7,0.0,125.1
JT - Jaçanã / Tremembé,0.0,10.2,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,9.5,2.9,22.9,29.2,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.3,13.700000000000001,2.4,109.8
MG - Vl. Maria / Guilherme,0.0,9.4,0.0,0.0,0.0,0.0,0.0,3.4000000000000004,1.0,0.0,1.0,0.0,12.4,3.1999999999999997,21.6,29.25,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,4.959999999999999,13.559999999999999,3.12,108.89
PJ - Pirituba / Jaraguá,0.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.6,0.0,8.100000000000001,2.5999999999999996,18.200000000000003,32.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,0.0,0.0,0.0,7.0,10.3,0.3,100.60000000000001
