PREFEITURA DO MUNICÍPIO DE SÃO PAULO,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31
SMSO - Secretaria Municipal de Serviços e Obras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOLETIM PLUVIOMÉTRICO MENSAL - NOVEMBRO - 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,TOTAL
CV - Casa Verde,0.4,0.0,0.0,1.8,4.2,0.0,0.0,0.0,6.6,5.9,25.2,0.5,9.9,0.0,0.0,1.6,23.9,18.4,8.4,0.4,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,6.9,11.4,128.20000000000002
FO - Freguesia do Ó,0.4,0.0,0.0,1.6,3.8,0.0,0.0,0.0,8.1,6.1,29.7,0.0,11.1,0.0,0.0,1.5,20.5,18.599999999999998,8.9,0.5,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,10.299999999999999,11.5,133.7
JT - Jaçanã / Tremembé,0.30000000000000004,0.0,0.0,2.4,4.2,0.0,0.0,0.0,7.5,10.8,23.0,0.3,12.1,0.0,0.0,0.7,25.511,21.7,8.6,0.5,0.0,0.0,0.0,0.0,0.0,15.7,0.2,0.0,8.5,21.9,163.911
MG - Vl. Maria / Guilherme,0.2,0.0,0.0,2.1,5.0,0.0,0.0,0.0,2.9,2.2,22.5,7.0,5.1,0.0,0.0,1.8,38.5,22.5,10.299999999999999,0.0,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,5.9,11.9,149.10000000000002
PJ - Pirituba / Jaraguá,0.4,0.0,0.0,1.6,3.3,0.0,0.0,0.0,9.5,3.9,27.9,0.0,11.1,0.0,0.0,1.3,20.5,19.0,9.7,0.1,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0,11.700000000000001,11.100000000000001,131.9
PR - Perus,0.30000000000000004,0.0,0.0,1.3,2.7,0.0,0.0,0.0,10.5,2.0,23.6,0.0,4.5,0.0,0.0,0.2,16.8,19.3,9.3,0.1,0.0,0.0,0.0,0.0,0.0,1.7000000000000002,0.8,0.0,6.8999999999999995,7.7,107.7
ST - Santana,0.2,0.0,0.0,1.8,4.9,0.0,0.0,0.0,5.0,4.4,21.4,2.6,8.3,0.0,0.0,1.4000000000000001,30.300000000000004,19.8,8.6,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,6.8,8.1,130.9
PRECIPITAÇÃO MÉDIA - ZN,0.31428571428571433,0.0,0.0,1.8000000000000003,4.014285714285714,0.0,0.0,0.0,7.157142857142857,5.042857142857143,24.75714285714286,1.4857142857142858,8.871428571428572,0.0,0.0,1.2142857142857142,25.144428571428573,19.900000000000002,9.114285714285712,0.27142857142857146,0.0,0.0,0.0,0.0,0.0,5.714285714285714,0.17142857142857146,0.0,8.142857142857142,11.942857142857141,135.0587142857143
AF - Aricanduva / Vl. Formosa,0.4,0.1,0.0,2.3,2.9,0.0,0.0,0.0,3.2,3.0,18.0,6.5,1.6,0.0,0.0,0.7,15.899999999999999,17.8,8.7,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.9,5.8,98.80000000000001
EM - Ermelino Matarazzo,0.1,0.5,0.0,0.9,5.4,0.0,0.0,0.0,2.4,5.7,14.899999999999999,4.7,3.5,0.0,0.0,4.8999999999999995,31.3,26.6,6.9,0.0,0.0,0.0,0.0,0.0,0.0,12.3,0.0,0.0,12.5,17.4,150.00000000000003
GU - Guaianazes,0.5,0.4,0.0,0.4,4.8,0.0,0.0,0.0,3.0,5.7,13.600000000000001,4.1,1.1,0.0,2.0,1.5,24.3,25.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3,0.2,0.0,7.0,8.9,123.30000000000001
IQ - Itaquera,0.30000000000000004,0.30000000000000004,0.0,0.6,3.5,0.0,0.0,0.0,2.2,3.9,10.8,5.6,1.2,0.0,0.2,2.0,15.6,18.5,5.6,0.0,0.0,0.0,0.0,0.0,0.0,10.7,0.2,0.0,4.1,5.3,90.6
IT - Itaim Paulista,0.7,0.4,0.0,0.9,6.4,0.0,0.0,0.0,3.8,7.4,18.9,3.4,1.6,0.0,3.9,2.3,30.6,33.6,12.6,0.1,0.0,0.0,0.0,0.0,0.0,11.4,0.0,0.0,3.3,14.899999999999999,156.20000000000002
MO - Móoca,0.5,0.1,0.0,2.2,3.2,0.0,0.0,0.0,4.9,2.5,24.5,4.9,2.6,0.0,0.0,0.8,23.200000000000003,19.700000000000003,9.7,0.0,0.0,0.0,0.0,0.0,0.0,7.8999999999999995,0.0,0.0,2.1,13.8,122.60000000000001
MP - São Miguel Paulista,0.30000000000000004,0.5,0.0,0.7,6.300000000000001,0.0,0.0,0.0,3.5,5.8999999999999995,15.5,3.3,1.9,0.0,1.4,3.5,31.099999999999998,32.199999999999996,9.7,0.1,0.0,0.0,0.0,0.0,0.0,12.9,0.0,0.0,2.2,19.8,150.79999999999998
