PREFEITURA DO MUNICÍPIO DE SÃO PAULO,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29
PJ - Pirituba / Jaraguá,14.1,7.4,3.7,7.2,6.1000000000000005,12.2,36.3,0.9,2.6,0.4,6.3,29.9,8.4,0.30000000000000004,9.6,28.9,0.6000000000000001,9.8,17.200000000000003,11.2,18.1,1.2,2.0,1.0,0.6,0.0,0.8,17.6,254.4
PR - Perus,16.599999999999998,5.5,5.8,8.3,4.7,9.9,42.0,0.4,0.6,0.5,7.7,34.2,5.6,0.2,10.0,32.199999999999996,0.8999999999999999,9.0,15.4,11.3,23.0,0.2,1.7,0.7,1.9000000000000001,0.0,1.7,20.6,270.59999999999997
ST - Santana,13.3,0.8,3.9,10.7,9.2,9.2,46.9,0.2,8.6,0.2,19.700000000000003,24.900000000000002,21.2,0.0,15.3,43.9,0.30000000000000004,43.3,24.0,25.2,27.1,4.699999999999999,11.9,0.0,0.6,0.0,1.4000000000000001,15.4,381.9
PRECIPITAÇÃO MÉDIA - ZN,14.742857142857142,3.242857142857143,4.214285714285714,9.257142857142858,7.1000000000000005,10.071428571428571,42.51428571428572,0.35714285714285715,5.4,0.5285714285714286,12.342857142857143,27.171428571428574,17.242857142857144,0.08571428571428573,12.057142857142855,37.614285714285714,0.44285714285714295,26.199999999999996,21.185714285714287,16.3,25.599999999999998,3.3285714285714283,7.971428571428572,0.29999999999999993,0.7999999999999999,0.0,1.3285714285714287,17.38571428571429,324.7857142857143
AF - Aricanduva / Vl. Formosa,27.599999999999998,1.5,3.4,10.2,1.6,3.3,39.5,0.0,0.0,0.2,9.5,18.5,9.6,0.0,3.7,27.700000000000003,0.6000000000000001,29.400000000000002,22.7,12.1,34.8,0.30000000000000004,6.2,0.1,0.1,0.0,0.2,16.200000000000003,279
EM - Ermelino Matarazzo,24.299999999999997,0.0,1.9,3.8000000000000003,3.2,3.9,52.800000000000004,0.2,8.9,1.1,10.100000000000001,23.599999999999998,26.2,0.1,11.8,23.1,0.30000000000000004,20.6,22.0,14.6,33.6,0.2,8.8,0.0,0.3,0.0,0.4,48.5,344.3
GU - Guaianazes,28.9,11.5,1.2000000000000002,6.3999999999999995,0.7,7.3,37.49999999999999,0.1,0.9,1.9000000000000001,5.6,33.300000000000004,33.5,0.1,7.6000000000000005,13.700000000000001,0.3,25.9,22.7,18.8,31.3,0.9,27.7,0.6,0.5,0.0,0.1,29.2,348.2
IQ - Itaquera,33.2,11.600000000000001,2.6,7.8,1.7999999999999998,5.7,50.7,0.2,0.8,0.8,5.8,34.800000000000004,20.0,0.2,7.6000000000000005,19.900000000000002,0.4,25.900000000000002,20.0,10.7,40.599999999999994,0.30000000000000004,21.4,0.9,0.4,0.0,0.1,27.400000000000002,351.59999999999997
IT - Itaim Paulista,39.5,5.6,1.5,4.9,0.3,4.0,56.5,0.1,6.0,3.2,7.9,20.6,54.6,0.0,6.9,11.9,0.7,28.200000000000003,25.6,28.400000000000002,26.1,0.3,24.9,0.8999999999999999,0.4,0.0,0.3,29.599999999999998,388.9
MO - Móoca,19.1,0.0,3.8000000000000003,8.9,3.8,6.699999999999999,49.5,0.0,0.3,0.1,14.499999999999998,17.5,2.5,0.0,5.4,28.4,1.0,35.6,21.8,20.5,22.5,2.4,3.1,0.0,0.1,0.0,0.2,15.1,282.8
MP - São Miguel Paulista,34.800000000000004,0.7,2.0,5.0,1.1,3.9,65.1,0.1,10.4,3.0,7.9,22.000000000000004,41.5,0.1,9.5,13.200000000000001,0.5,23.0,22.9,23.0,25.9,0.1,13.1,0.2,0.4,0.0,0.3,44.3,374
PE - Penha,25.700000000000003,0.30000000000000004,2.6,6.7,4.4,3.5,38.9,0.1,3.0,0.4,10.2,18.6,15.799999999999999,0.1,10.0,29.700000000000003,0.30000000000000004,24.6,21.099999999999998,15.9,35.8,0.2,9.3,0.0,0.3,0.0,0.4,31.9,309.79999999999995
SM - São Mateus,30.4,31.0,1.9000000000000001,3.4,3.5,14.600000000000001,21.200000000000003,0.1,0.0,0.4,5.5,25.9,15.4,1.9,5.3,14.8,0.30000000000000004,32.9,21.0,6.1,45.2,0.6,29.7,1.5,0.1,0.0,0.0,23.2,335.9000000000001
CT - Cidade Tiradentes,23.6,30.2,1.1,6.3,2.1,10.7,29.200000000000003,0.1,0.1,1.4,4.5,29.200000000000003,20.4,1.4,7.2,15.0,0.5,26.200000000000003,23.200000000000003,16.700000000000003,40.099999999999994,1.8,33.3,1.3,0.4,0.0,0.0,27.9,353.8999999999999
VP - Vila Prudente,24.9,1.4000000000000001,3.9000000000000004,2.0,1.0,4.0,44.1,0.0,0.0,0.3,11.7,26.799999999999997,13.5,0.0,3.6,22.9,1.8,32.300000000000004,24.0,6.9,35.7,1.5,7.2,0.0,0.0,0.0,0.0,17.400000000000002,286.9
SB - Sapopemba,29.4,15.3,3.4,4.1,1.7000000000000002,8.7,33.2,0.0,0.0,0.3,8.3,24.6,18.0,0.3,4.0,20.900000000000002,1.0,36.5,21.3,2.6,41.1,0.1,18.2,0.6,0.0,0.0,0.0,18.400000000000002,312.00000000000006
PRECIPITAÇÃO MÉDIA - ZL,28.45,9.091666666666667,2.4416666666666664,5.791666666666667,2.1,6.358333333333333,43.18333333333334,0.08333333333333333,2.5333333333333337,1.091666666666667,8.458333333333334,24.61666666666667,22.583333333333332,0.35000000000000003,6.883333333333333,20.100000000000005,0.6416666666666666,28.425,22.358333333333334,14.691666666666668,34.391666666666666,0.725,16.90833333333333,0.5083333333333333,0.25,0.0,0.16666666666666666,27.424999999999997,330.6083333333334
Consolação (CGE),11.3,2.3,6.3,0.8,2.5,6.5,48.5,0.0,0.0,0.3,10.2,22.8,1.8,0.0,2.0,33.8,0.0,40.3,22.0,16.0,23.5,0.0,7.0,0.0,0.0,0.0,0.0,12.5,270.4
SE - Sé,10.9,1.2,5.3,3.5,2.8,7.7,66.2,0.2,0.8,0.2,12.4,23.5,1.9,0.0,3.6999999999999997,30.1,1.7000000000000002,40.300000000000004,20.900000000000002,22.900000000000002,25.7,2.4,5.2,0.3,0.1,0.0,0.1,13.4,303.4
PRECIPITAÇÃO MÉDIA - ZC,11.100000000000001,1.75,5.8,2.15,2.65,7.1,57.35,0.1,0.4,0.25,11.3,23.15,1.85,0.0,2.8499999999999996,31.95,0.8500000000000001,40.3,21.450000000000003,19.450000000000003,24.6,1.2,6.1,0.15,0.05,0.0,0.05,12.95,286.9
BT - Butantã,2.0,0.5,10.7,0.5,4.2,3.0999999999999996,62.8,0.1,0.1,1.4,7.699999999999999,44.300000000000004,2.0,0.1,5.8,23.6,0.6,57.0,17.700000000000003,4.3,20.3,0.1,29.599999999999998,1.2000000000000002,2.8000000000000003,0.0,0.0,18.0,320.50000000000006
LA - Lapa,3.6000000000000005,2.5,6.1000000000000005,3.3,3.9,8.8,52.4,0.2,1.3,0.5,8.9,33.8,6.0,0.0,5.0,23.200000000000003,0.5,39.6,17.8,12.3,15.3,3.8,13.1,1.8,0.2,0.0,0.2,16.8,280.90000000000003
PI - Pinheiros,4.0,0.8,9.0,0.5,2.5,7.8,54.599999999999994,0.1,0.1,0.7999999999999999,8.100000000000001,40.5,1.5,0.0,4.4,24.5,0.2,55.9,20.700000000000003,8.7,31.7,0.8,36.7,3.1,0.6,0.0,0.0,13.8,331.40000000000003
PRECIPITAÇÃO MÉDIA - ZO,3.2000000000000006,1.2666666666666666,8.6,1.4333333333333333,3.533333333333333,6.566666666666666,56.599999999999994,0.13333333333333333,0.5000000000000001,0.8999999999999999,8.233333333333334,39.53333333333333,3.1666666666666665,0.03333333333333333,5.066666666666667,23.76666666666667,0.43333333333333335,50.833333333333336,18.733333333333334,8.433333333333334,22.433333333333334,1.5666666666666667,26.46666666666667,2.033333333333333,1.2000000000000002,0.0,0.06666666666666667,16.2,310.9333333333334
MB - M Boi Mirim,0.7000000000000001,3.0,6.1,0.30000000000000004,7.3,1.8,18.7,0.2,2.8,0.8,10.0,37.7,1.1,2.1,12.7,23.6,0.4,18.099999999999998,14.6,1.9000000000000001,20.3,0.6,6.8,0.2,3.8000000000000003,0.0,0.3,5.3,201.20000000000005
CL - Campo Limpo,0.7999999999999999,1.3,9.8,0.30000000000000004,6.9,2.0,32.8,0.1,0.4,1.1,7.6,40.2,2.4000000000000004,0.9,15.8,23.3,0.6,17.700000000000003,14.0,1.7999999999999998,16.2,0.1,16.3,0.3,4.0,0.0,0.1,7.8,224.60000000000002
CS - Capela do Socorro,1.2,17.5,6.5,0.4,7.6,7.2,13.600000000000001,0.1,0.4,1.4000000000000001,7.0,38.1,1.8,3.3000000000000003,7.9,16.6,0.0,24.4,19.0,1.3,27.5,1.2,12.4,1.2,2.0,0.0,0.30000000000000004,7.4,227.3
IP - Ipiranga,15.7,3.0,7.199999999999999,0.6,3.2,14.600000000000001,44.0,0.0,0.0,0.6,7.7,37.3,2.3,1.1,2.5,22.099999999999998,1.3000000000000003,41.699999999999996,20.099999999999998,6.8,39.9,2.8000000000000003,16.9,0.4,0.6,0.0,0.0,12.7,305.09999999999997
JA - Jabaquara,6.699999999999999,6.3999999999999995,11.9,0.4,3.5,32.9,28.700000000000003,0.0,0.0,1.7000000000000002,8.0,54.0,6.300000000000001,5.2,7.2,25.400000000000002,0.1,63.199999999999996,20.3,3.8000000000000003,52.2,1.1,60.9,1.2000000000000002,2.9,0.0,0.0,14.4,418.3999999999999
SA - Santo Amaro,3.5,2.8,11.799999999999999,0.2,3.9,13.6,42.0,0.0,0.2,1.6,8.0,62.9,3.4000000000000004,2.4,13.4,20.700000000000003,0.2,45.2,16.500000000000004,3.4,50.5,1.3,56.2,0.8,2.1,0.0,0.0,12.299999999999999,378.9000000000001
VM - Vila Mariana,9.8,0.7,8.4,0.7999999999999999,2.4000000000000004,10.2,52.699999999999996,0.0,0.0,0.7,8.2,50.9,0.5,0.2,3.3000000000000003,24.200000000000003,0.30000000000000004,43.300000000000004,21.0,10.6,35.5,2.5,30.3,2.3,0.4,0.0,0.0,11.2,330.40000000000003
PA - Parelheiros ,1.1,16.3,2.1,1.0,3.8,22.5,4.5,0.2,0.4,5.199999999999999,11.299999999999999,21.700000000000003,5.9,3.7,2.1,13.4,0.2,30.0,34.2,3.3,10.299999999999999,1.7999999999999998,10.3,0.8999999999999999,2.9000000000000004,0.0,2.3,8.999999999999998,220.4000000000001
AD - Cidade Ademar,2.0,20.9,11.899999999999999,0.2,3.4,18.599999999999998,28.3,0.0,0.0,2.0,8.6,61.1,5.1000000000000005,5.1,13.3,21.5,0.1,54.4,19.7,1.2,49.7,0.30000000000000004,48.7,0.7,3.1999999999999997,0.0,0.0,11.6,391.59999999999997
PRECIPITAÇÃO MÉDIA - ZS,4.611111111111111,7.98888888888889,8.41111111111111,0.4666666666666667,4.666666666666666,13.71111111111111,29.477777777777778,0.06666666666666668,0.4666666666666667,1.677777777777778,8.488888888888887,44.87777777777777,3.2000000000000006,2.6666666666666665,8.688888888888888,21.200000000000003,0.3555555555555556,37.55555555555556,19.93333333333333,3.788888888888889,33.56666666666667,1.3000000000000003,28.755555555555556,0.8888888888888888,2.4333333333333336,0.0,0.3333333333333333,10.188888888888888,299.76666666666665
PRECIPITAÇÃO MÉDIA TOTAL,15.7,6.4,5.2,4.5,4.0,9.2,41.4,0.1,2.3,1.1,9.4,32.0,13.1,0.9,8.1,25.2,0.5,33.2,21.1,11.8,30.6,1.5,18.5,0.7,1.0,0.0,0.4,18.7,316.59999999999997
