PREFEITURA DO MUNICÍPIO DE SÃO PAULO,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31
SMSO - Secretaria Municipal de Serviços e Obras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOLETIM PLUVIOMÉTRICO MENSAL - NOVEMBRO - 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27,28.0,29.0,30.0,TOTAL
CV - Casa Verde,0.0,0.0,24.900000000000002,0.5,0.0,32.0,0.0,0.0,21.0,3.8,10.5,0.6,18.5,6.800000000000001,0.2,10.0,4.5,0.0,0.4,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.4,5.6,25.2,0.0,168.5
FO - Freguesia do Ó,0.0,0.0,14.0,0.8,0.0,35.0,0.0,0.0,41.3,2.2,6.4,1.2,20.0,10.2,0.0,14.2,1.9,0.0,0.2,0.0,0.0,0.0,3.1,0.0,0.0,0.0,1.2,0.0,14.8,0.0,166.49999999999997
JT - Jaçanã / Tremembé,0.0,4.2,8.2,0.5,0.0,44.0,6.800000000000001,0.1,24.5,3.1,10.5,0.5,18.1,9.200000000000001,0.2,23.7,0.9,0.0,0.0,0.0,0.2,0.0,4.1,0.0,0.0,0.0,0.6000000000000001,0.0,18.6,0.0,177.99999999999994
MG - Vl. Maria / Guilherme,0.0,0.0,2.4000000000000004,2.6,0.0,6.6,0.4,0.4,18.4,2.4000000000000004,1.2,0.4,16.599999999999998,9.2,0.4,12.8,0.6,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,2.4,4.6,28.599999999999998,0.8,113.39999999999998
PJ - Pirituba / Jaraguá,0.0,0.0,15.8,0.6,0.0,25.2,0.0,0.0,17.0,4.2,1.8,0.6,21.5,10.6,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,6.2,0.0,0.0,0.0,1.2000000000000002,0.0,13.8,2.2,133.7
PR - Perus,0.0,0.0,5.5,0.0,0.0,2.8,0.2,0.0,23.6,3.5,13.8,0.8,13.0,9.2,0.0,4.2,5.4,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,3.5,0.0,13.0,0.0,116.50000000000001
ST - Santana,0.0,0.0,7.8999999999999995,0.9,0.0,54.2,2.0,0.0,23.5,4.5,2.1,0.6,19.4,11.2,0.0,16.0,1.6,0.0,0.0,0.0,0.0,0.0,5.8,0.0,0.0,0.0,0.5,11.8,20.5,0.7,183.20000000000002
COMDEC - Carandirú,0.0,0.0,15.5,0.2,0.0,20.0,0.2,0.0,18.7,3.5,1.0,0.5,21.5,10.8,0.2,11.0,1.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0,7.5,38.7,0.2,154
PRECIPITAÇÃO MÉDIA - ZN,0.0,0.525,11.775000000000002,0.7625000000000001,0.0,27.475,1.2000000000000002,0.0625,23.499999999999996,3.4,5.9125000000000005,0.6499999999999999,18.575,9.65,0.125,12.8625,2.3000000000000003,0.0,0.07500000000000001,0.0,0.025,0.0,5.8,0.0,0.0,0.0,1.225,3.6875,21.65,0.48750000000000004,151.725
AF - Aricanduva / Vl. Formosa,0.0,0.0,6.799999999999999,0.0,0.0,5.6000000000000005,0.0,1.2,21.4,6.800000000000001,35.4,0.4,23.2,10.8,0.2,14.0,3.0,0.8,0.0,0.0,0.0,0.0,5.800000000000001,0.0,0.0,0.0,0,46.0,58.800000000000004,0.0,240.20000000000005
EM - Ermelino Matarazzo,0.0,9.0,2.8000000000000003,0.0,0.0,0.0,0.0,0.0,16.0,10.8,5.0,0.4,19.200000000000003,10.5,0.0,23.6,1.3,0.1,0.5,0.0,0.0,0.0,5.7,0.0,0.0,0.0,0.1,8.7,44.1,0.2,158
GU - Guaianazes,0.0,0.4,5.7,0.0,0.0,16.4,0.0,0.0,38.9,9.799999999999999,12.4,0.6000000000000001,20.299999999999997,8.3,0.4,33.4,2.2,1.6,0.5,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.6,22.5,31.5,0.7,210.59999999999997
IQ - Itaquera,0.0,0.8,3.7,0.0,0.0,17.0,0.2,0.0,35.2,7.5,6.2,0.5,17.0,7.7,0.0,26.299999999999997,6.0,0.6,0.8,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0,17.8,29.7,0.0,180.20000000000002
IT - Itaim Paulista,0.0,0.6,4.3,0.8,0.0,7.1,0.2,0.2,29.4,8.1,27.7,0.3,21.7,11.1,0.0,25.2,0.7,2.0,0.0,0.0,0.0,0.0,5.9,0.0,0.0,0.0,9.6,8.2,28.3,0.5,191.89999999999998
MO - Móoca,0.0,0.0,34.8,0.8,0.0,3.0,0.0,0.0,26.4,12.299999999999999,1.6,0.4,26.099999999999998,9.700000000000001,0.30000000000000004,6.2,3.1,1.2,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,1.4,45.5,39.800000000000004,1.0,217.9
