PREFEITURA DO MUNICÍPIO DE SÃO PAULO,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32
SIURB - Secretaria de Infra-Estrutura Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOLETIM PLUVIOMÉTRICO MENSAL - MARÇO - 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,TOTAL
CV - Casa Verde,0.0,0.0,0.0,0.0,0.0,0.0,33.2,18.0,61.0,6.1,2.5,0.6,1.0,0.0,0.0,6.5,16.0,1.8,0.0,0.0,7.300000000000001,0.0,0.0,5.8,0.0,15.3,0.0,0.0,3.3,0.0,0.0,178.40000000000003
FO - Freguesia do Ó,0.0,0.9,0.0,0.0,0.0,0.0,9.2,2.8,42.5,8.2,4.2,0.0,4.4,1.6,0.0,49.400000000000006,30.699999999999996,5.1,0.0,0.0,10.2,0.0,0.0,3.5,0.0,1.9,0.0,0.0,1.8,0.0,0.0,176.4
JT - Jaçanã / Tremembé,0.0,0.0,0.0,0.0,0.0,2.0,4.6,0.4,41.9,3.8,2.6,3.4,1.7,0.7,0.0,25.3,19.0,1.9000000000000001,1.4000000000000001,0.3,10.100000000000001,0.0,0.0,14.8,1.0,2.7,0.0,0.0,0.5,0.0,0.0,138.10000000000002
MG - Vl. Maria / Guilherme,0.0,0.0,0.0,0.0,0.0,0.6,19.5,11.0,58.790000000000006,6.0,2.66,0.0,0.8,0.5,0.0,14.43,18.5,2.43,0.36,0.1,12.43,0.0,0.0,8.6,0.2,3.6,0.0,0.0,1.5,0.0,0.0,162
PJ - Pirituba / Jaraguá,0.0,3.8,0.0,0.0,0.0,1.0,10.9,0.0,49.5,9.5,5.8,6.9,1.2,0.0,0.0,2.9,22.5,0.3,0.0,0.0,11.0,0.0,0.0,1.5,0.0,58.0,0.0,0.0,1.4,0.0,0.0,186.20000000000002
