PREFEITURA DO MUNICÍPIO DE SÃO PAULO,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32
SMSO - Secretaria Municipal de Serviços e Obras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOLETIM PLUVIOMÉTRICO MENSAL - DEZEMBRO - 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,TOTAL
CV - Casa Verde,0.30000000000000004,0.4,0.0,3.9,11.600000000000001,2.4,0.0,0.0,12.7,38.300000000000004,9.399999999999999,0.6,11.5,30.700000000000003,0.0,0.0,12.4,4.6,0.2,0.0,0.2,0.0,41.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,186.79999999999995
FO - Freguesia do Ó,0.4,0.7,0.0,2.8000000000000003,10.700000000000001,2.2,0.0,0.0,16.2,41.3,8.700000000000001,0.6,8.4,27.6,0.0,0.0,10.6,5.2,0.3,0.0,0.5,0.0,41.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,183.9
JT - Jaçanã / Tremembé,0.6,0.2,0.0,0.5,17.7,3.2,0.0,0.0,2.7,42.6,7.5,0.7,5.5,28.9,0.0,0.0,7.3,3.3000000000000003,0.6,0.3,0.3,0.5,60.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,191.59999999999997
MG - Vl. Maria / Guilherme,0.2,0.3,0.0,3.3,6.4,2.4,0.0,0.0,2.9,40.0,17.9,0.7,6.3,32.4,0.0,0.0,15.6,3.8,0.2,0.0,0.5,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,187.8
PJ - Pirituba / Jaraguá,0.4,0.7,0.0,0.7,9.299999999999999,1.7000000000000002,0.0,0.0,17.200000000000003,31.6,7.2,0.4,1.6,21.1,0.0,0.0,9.7,3.5,0.2,0.1,0.6,0.0,31.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,146.5
PR - Perus,1.9,0.30000000000000004,0.0,0.30000000000000004,13.100000000000001,3.9000000000000004,0.0,0.0,17.0,37.800000000000004,9.700000000000001,0.6,0.3,28.8,0.0,0.0,5.2,5.3,0.5,0.0,1.5,0.0,49.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,184.4
ST - Santana,0.2,0.30000000000000004,0.0,3.1,12.700000000000001,1.8,0.0,0.0,6.3,40.8,10.399999999999999,0.7,10.399999999999999,36.3,0.0,0.0,11.2,4.0,0.2,0.0,0.3,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,203.5
PRECIPITAÇÃO MÉDIA - ZN,0.5714285714285714,0.4142857142857142,0.0,2.085714285714286,11.642857142857142,2.514285714285714,0.0,0.0,10.714285714285714,38.91428571428571,10.114285714285716,0.6142857142857142,6.285714285714285,29.400000000000002,0.0,0.0,10.285714285714286,4.242857142857143,0.31428571428571433,0.05714285714285715,0.5571428571428572,0.07142857142857142,48.142857142857146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.557142857142856,183.5
AF - Aricanduva / Vl. Formosa,0.1,0.5,0.0,13.6,3.2,3.2,0.0,0.0,4.5,30.400000000000002,12.3,0.8,3.6,6.8,0.0,0.0,12.6,3.2,0.2,0.0,0.1,0.0,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,117.09999999999998
EM - Ermelino Matarazzo,0.4,0.1,0.0,4.3999999999999995,13.0,2.6999999999999997,0.0,0.0,10.6,53.4,13.0,0.9,0.1,6.8,0.0,0.0,12.6,3.8000000000000003,0.6000000000000001,0.0,0.0,0.0,20.400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,143.89999999999998
GU - Guaianazes,0.5,0.2,0.0,5.8,15.1,1.8,0.0,0.0,17.8,59.699999999999996,9.3,1.7000000000000002,0.0,1.7,0.0,0.0,17.0,5.0,0.4,0.3,0.0,0.0,35.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,172.90000000000003
IQ - Itaquera,0.4,0.2,0.0,8.0,9.7,2.3,0.0,0.0,14.299999999999999,47.2,10.100000000000001,1.7000000000000002,0.2,2.4,0.0,0.0,16.2,3.3000000000000003,0.3,0.0,0.0,0.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.8
IT - Itaim Paulista,0.5,0.0,0.0,6.3,9.399999999999999,2.5,0.0,0.0,18.9,69.1,7.7,1.2,0.0,1.4,0.0,0.0,14.2,5.0,0.4,1.0,0.0,0.0,33.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,173.7
MO - Móoca,0.2,0.7,0.0,4.2,5.9,3.6,0.0,0.0,4.5,31.0,19.200000000000003,0.4,3.9,15.2,0.0,0.0,18.4,4.4,0.1,0.0,0.0,0.0,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,135.20000000000002
