PREFEITURA DO MUNICÍPIO DE SÃO PAULO,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32
SMSO - Secretaria Municipal de Serviços e Obras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOLETIM PLUVIOMÉTRICO MENSAL - OUTUBRO - 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,TOTAL
CV - Casa Verde,5.5,0.1,15.9,0.2,0.2,0.0,0.2,0.0,6.3,5.8,3.8,7.6,0.0,6.7,21.7,6.9,0.0,17.3,3.9,0.1,0.0,0.0,0.0,30.1,0.0,0.5,4.9,1.9000000000000001,0.0,0.0,2.4000000000000004,142.00000000000003
FO - Freguesia do Ó,5.7,0.1,15.399999999999999,0.2,0.2,0.0,0.3,0.0,5.3,5.1,3.3,3.4,0.0,5.5,17.9,6.3,0.0,14.7,3.5999999999999996,0.1,0.0,0.0,0.0,29.7,0.0,0.6,4.6,1.7,0.0,0.0,2.3,125.99999999999997
JT - Jaçanã / Tremembé,7.7,0.7999999999999999,18.799999999999997,0.5,0.2,0.0,0.4,0.0,6.9,6.8999999999999995,3.9,6.6,0.0,5.3999999999999995,13.700000000000001,6.199999999999999,0.0,17.099999999999998,6.5,0.3,0.0,0.0,0.0,31.200000000000003,0.0,2.8,3.6999999999999997,8.6,0.0,0.0,2.1999999999999997,150.39999999999998
MG - Vl. Maria / Guilherme,4.6,0.4,19.2,0.5,0.3,0.0,0.1,0.0,5.7,5.9,3.5,5.3,0.0,7.5,16.1,5.699999999999999,0.0,26.999999999999996,4.9,0.0,0.0,0.0,0.0,30.4,0.0,0.5,3.5,2.8,0.0,0.0,2.5,146.4
PJ - Pirituba / Jaraguá,4.2,0.2,13.7,0.1,0.2,0.0,0.3,0.0,4.8,5.300000000000001,4.0,0.7,0.0,6.1000000000000005,16.1,6.0,0.0,13.500000000000002,3.4000000000000004,0.1,0.0,0.0,0.0,28.800000000000004,0.0,0.2,5.6,1.2000000000000002,0.0,0.0,2.0,116.50000000000003
PR - Perus,6.199999999999999,0.3,15.5,0.1,0.1,0.0,0.5,0.0,4.8,6.5,2.9,0.2,0.0,6.0,18.1,5.0,0.0,11.9,2.7,0.1,0.0,0.0,0.0,30.500000000000004,0.0,0.2,6.3,1.5,0.0,0.0,1.5,120.9
ST - Santana,5.5,0.3,17.6,0.4,0.2,0.0,0.2,0.0,6.1000000000000005,6.2,4.0,6.0,0.0,5.6000000000000005,18.7,6.699999999999999,0.0,20.900000000000002,5.2,0.1,0.0,0.0,0.0,30.8,0.0,0.7,4.2,3.1999999999999997,0.0,0.0,2.5,145.09999999999997
PRECIPITAÇÃO MÉDIA - ZN,5.628571428571428,0.3142857142857142,16.585714285714285,0.2857142857142857,0.2,0.0,0.2857142857142857,0.0,5.7,5.957142857142857,3.6285714285714286,4.257142857142857,0.0,6.114285714285715,17.47142857142857,6.114285714285714,0.0,17.485714285714288,4.314285714285714,0.11428571428571428,0.0,0.0,0.0,30.21428571428572,0.0,0.7857142857142858,4.685714285714285,2.9857142857142853,0.0,0.0,2.2,135.32857142857142
AF - Aricanduva / Vl. Formosa,4.0,0.1,20.599999999999998,1.2000000000000002,0.2,0.0,0.0,0.0,6.9,4.7,4.199999999999999,10.5,0.0,8.9,15.0,5.5,0.2,19.4,3.4000000000000004,0.1,0.0,0.0,0.0,27.8,0.0,0.5,3.0,0.9,0.0,0.0,1.7999999999999998,138.9
EM - Ermelino Matarazzo,3.8,0.30000000000000004,17.5,0.5,0.30000000000000004,0.0,0.1,0.0,6.8999999999999995,6.1,3.7,10.1,0.0,8.9,10.399999999999999,5.2,0.1,26.999999999999996,5.6,0.30000000000000004,0.0,0.0,0.0,27.2,0.0,0.5,2.9,4.5,0.0,0.0,1.6,143.49999999999997
GU - Guaianazes,3.2,0.30000000000000004,17.0,1.1,0.2,0.0,0.0,0.0,5.8,5.3,4.199999999999999,6.1,0.0,7.7,6.2,4.6,0.0,25.099999999999998,6.2,0.6000000000000001,0.0,0.0,0.0,22.6,0.0,0.1,2.7,2.4,0.0,0.0,1.4000000000000001,122.8
IQ - Itaquera,2.8000000000000003,0.1,17.7,1.1,0.2,0.0,0.0,0.0,6.199999999999999,5.0,2.0,7.7,0.0,8.700000000000001,9.5,4.8999999999999995,0.0,20.900000000000002,3.5,0.4,0.0,0.0,0.0,23.900000000000002,0.0,0.2,2.8,1.8,0.0,0.0,1.6,121.00000000000001
IT - Itaim Paulista,3.9,0.5,15.2,0.8,0.1,0.0,0.0,0.0,6.3999999999999995,5.9,6.7,5.7,0.0,4.4,4.5,4.8,0.0,23.4,6.1000000000000005,0.30000000000000004,0.0,0.0,0.0,25.200000000000003,0.0,0.3,2.7,5.8,0.0,0.0,1.2,123.9
MO - Móoca,3.8,0.2,19.0,0.7999999999999999,0.2,0.0,0.0,0.0,6.699999999999999,5.1,4.7,7.1,0.0,8.700000000000001,13.9,5.199999999999999,0.0,25.8,4.0,0.0,0.0,0.0,0.0,26.2,0.0,0.1,3.4,0.9,0.0,0.0,1.9,137.70000000000002
