PREFEITURA DO MUNICÍPIO DE SÃO PAULO,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32
SIURB - Secretaria Municipal de Infraestrutura Urbana e Obras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOLETIM PLUVIOMÉTRICO MENSAL - MARÇO - 2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,TOTAL
CV - Casa Verde,0.0,0.0,0.3,0.0,24.999999999999996,18.300000000000004,0.0,16.3,1.2,9.0,0.4,0.0,0.0,0.0,0.0,0.0,0.3,15.9,11.2,0.5,1.2,10.0,13.4,12.1,0.0,0.0,2.5,10.899999999999999,0.1,0.0,0.0,148.60000000000002
FO - Freguesia do Ó,0.0,0.0,0.1,0.0,30.5,18.9,0.0,13.1,1.5000000000000002,14.100000000000001,0.5,0.0,0.0,0.0,0.0,0.0,0.6,11.5,9.4,0.2,2.1,9.799999999999999,13.200000000000001,11.6,0.0,0.0,3.1,11.6,0.1,0.0,0.0,151.9
JT - Jaçanã / Tremembé,0.1,0.0,3.8,0.0,26.8,9.5,0.1,12.3,4.3999999999999995,26.3,0.9,0.0,0.0,0.0,0.0,0.0,2.2,9.7,11.6,3.5,0.0,13.8,20.1,10.5,0.0,0.0,4.1,18.1,0.1,0.0,0.0,177.9
MG - Vl. Maria / Guilherme,1.9,0.0,0.9,0.0,48.699999999999996,7.699999999999999,0.0,36.9,2.5,12.7,0.9,0.0,0.0,0.0,0.0,0.0,0.0,29.8,24.7,0.6,0.3,10.2,16.8,12.9,0.1,0.0,3.3,13.6,0.0,0.0,0.0,224.5
