PREFEITURA DO MUNICÍPIO DE SÃO PAULO,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29
SM - São Mateus,4.3,17.0,0.3,0.0,15.0,1.0,0.4,0.0,1.2,0.4,11.6,24.5,15.700000000000001,0.0,4.4,13.2,32.1,1.5,0.0,0.0,0.0,0.3,0.0,12.6,8.5,6.7,4.6,3.4,178.70000000000002
CT - Cidade Tiradentes,8.4,7.5,1.2,0.0,9.799999999999999,1.7,1.1,0.0,3.0999999999999996,0.3,15.0,20.1,26.200000000000003,0.0,1.1,11.1,27.6,0.30000000000000004,0.0,0.1,0.0,0.4,0.0,14.1,13.7,5.9,7.8999999999999995,1.8,178.4
VP - Vila Prudente,1.9000000000000001,32.9,0.0,0.0,16.4,0.1,0.6,0.0,0.1,0.4,21.099999999999998,10.6,14.799999999999999,0.0,4.8999999999999995,10.4,45.800000000000004,2.8000000000000003,0.0,0.0,0.0,0.0,0.0,15.5,5.9,8.9,11.399999999999999,3.0,207.50000000000003
SB - Sapopemba,1.1,16.7,0.0,0.0,14.9,0.6,0.4,0.0,0.1,0.5,17.0,13.899999999999999,13.299999999999999,0.0,6.7,16.7,38.7,4.0,0.0,0.0,0.0,0.1,0.0,9.3,8.4,3.8000000000000003,3.1,0.7999999999999999,170.10000000000005
PRECIPITAÇÃO MÉDIA - ZL,5.441666666666666,16.35,1.375,0.03333333333333333,10.758333333333333,0.5333333333333333,0.6583333333333333,0.0,0.6499999999999999,0.6083333333333333,11.041666666666666,10.116666666666667,16.916666666666668,0.0,4.366666666666666,8.833333333333334,34.59166666666667,1.2583333333333335,0.008333333333333333,0.05833333333333334,0.0,0.08333333333333333,0.0,23.758333333333336,21.575000000000003,6.141666666666667,11.541666666666666,3.4249999999999994,190.125
Consolação (CGE),3.5,26.2,0.0,0.0,17.5,0.3,0.2,0.0,0.0,0.5,29.3,5.8,24.0,0.0,2.5,0.3,35.5,1.2,0.0,0.0,0.0,0.0,0.0,18.5,20.799999999999997,11.5,10.8,13.3,221.7
SE - Sé,3.6,32.0,0.0,0.0,18.2,0.2,0.1,0.0,0.1,0.6,17.9,9.1,17.299999999999997,0.0,4.9,2.1,35.0,1.4000000000000001,0.0,0.0,0.0,0.0,0.0,33.300000000000004,12.2,10.499999999999998,17.4,18.5,234.4
PRECIPITAÇÃO MÉDIA - ZC,3.55,29.1,0.0,0.0,17.85,0.25,0.15000000000000002,0.0,0.05,0.55,23.6,7.449999999999999,20.65,0.0,3.7,1.2,35.25,1.3,0.0,0.0,0.0,0.0,0.0,25.900000000000002,16.5,11.0,14.1,15.9,228.05
BT - Butantã,4.5,8.1,6.4,0.1,16.3,0.2,0.0,0.0,0.1,1.2000000000000002,26.8,2.9,16.099999999999998,0.0,7.4,1.1,33.2,1.2000000000000002,0.0,0.0,0.0,0.0,0.0,12.6,6.7,37.4,13.7,17.200000000000003,213.2
LA - Lapa,1.0,6.1,2.2,0.0,18.1,0.0,0.0,0.0,0.1,4.9,20.7,3.5,17.5,0.0,8.7,0.2,13.899999999999999,2.0,0.0,0.0,0.0,0.0,0.0,13.6,8.9,14.7,11.799999999999999,12.5,160.4
PI - Pinheiros,3.5999999999999996,7.2,1.3,0.0,13.899999999999999,0.3,0.1,0.0,0.0,0.6,23.099999999999998,2.1999999999999997,21.3,0.0,4.699999999999999,0.7999999999999999,37.0,1.5999999999999999,0.1,0.0,0.0,0.0,0.0,23.3,8.7,22.2,12.6,20.3,204.89999999999998
PRECIPITAÇÃO MÉDIA - ZO,3.033333333333333,7.133333333333333,3.3000000000000007,0.03333333333333333,16.1,0.16666666666666666,0.03333333333333333,0.0,0.06666666666666667,2.2333333333333334,23.53333333333333,2.8666666666666667,18.299999999999997,0.0,6.933333333333334,0.7000000000000001,28.03333333333333,1.5999999999999999,0.03333333333333333,0.0,0.0,0.0,0.0,16.5,8.1,24.766666666666666,12.700000000000001,16.666666666666668,192.83333333333334
MB - M Boi Mirim,0.30000000000000004,15.7,6.5,0.2,6.3,0.1,0.6,0.2,0.1,0.5,17.3,17.4,8.6,0.0,3.8000000000000003,13.8,29.7,3.1,0.8,0.0,0.1,0.0,0.0,12.299999999999999,4.9,20.7,23.3,4.199999999999999,190.49999999999997
CL - Campo Limpo,2.3000000000000003,8.8,22.9,0.0,13.0,0.1,0.2,0.1,0.0,1.1,20.1,8.6,9.1,0.0,1.7,12.5,41.599999999999994,1.0,0.1,0.0,0.0,0.0,0.0,9.2,3.0,43.900000000000006,22.1,9.8,231.2
CS - Capela do Socorro,5.1000000000000005,13.9,0.4,0.6,8.1,2.8,0.9,0.5,0.0,0.2,8.299999999999999,24.700000000000003,10.1,0.0,5.2,8.0,30.999999999999996,8.5,0.1,0.1,1.1,0.0,0.0,16.3,12.1,24.9,15.6,6.3999999999999995,204.9
IP - Ipiranga,7.3,22.2,1.2,0.0,15.5,0.6,0.3,0.0,0.8,0.4,15.7,21.6,15.8,0.0,5.4,10.6,46.300000000000004,2.3000000000000003,0.0,0.0,0.0,0.0,0.0,24.6,4.7,16.6,17.1,9.2,238.19999999999996
JA - Jabaquara,4.4,15.8,8.7,0.0,17.700000000000003,2.0,0.2,0.0,0.5,0.7999999999999999,14.399999999999999,25.3,27.6,0.0,5.9,19.900000000000002,50.4,1.9,0.0,0.0,0.0,0.0,0.0,43.099999999999994,4.300000000000001,38.1,17.2,11.0,309.20000000000005
SA - Santo Amaro,4.3,6.3,4.5,0.0,16.400000000000002,1.0,0.1,0.0,0.3,0.4,14.7,8.3,21.700000000000003,0.0,2.7,15.299999999999999,49.4,2.4,0.1,0.0,0.0,0.0,0.0,31.0,4.6,41.4,24.0,17.9,266.8
VM - Vila Mariana,6.7,13.9,0.9,0.0,16.1,0.9,0.4,0.0,0.4,0.6,18.4,9.5,21.6,0.0,4.0,4.3,53.9,1.5,0.1,0.0,0.0,0.0,0.0,32.3,5.2,20.5,14.799999999999999,19.1,245.1
PA - Parelheiros ,1.5,13.5,0.0,6.7,10.299999999999999,6.1,1.6,0.7,1.2,0.3,9.899999999999999,23.900000000000002,3.9,0.0,3.0,4.6,31.5,6.300000000000001,0.7,0.30000000000000004,14.1,0.9,0.0,12.7,15.2,11.0,6.999999999999999,4.6,191.49999999999997
AD - Cidade Ademar,8.4,17.5,4.6,0.0,13.0,2.5,0.30000000000000004,0.2,0.1,0.4,11.3,26.5,20.300000000000004,0.0,5.4,16.1,42.5,5.6,0.0,0.0,0.0,0.0,0.0,23.6,7.499999999999999,29.2,18.4,11.0,264.4
PRECIPITAÇÃO MÉDIA - ZS,4.477777777777778,14.177777777777777,5.522222222222222,0.8333333333333334,12.933333333333332,1.788888888888889,0.5111111111111112,0.18888888888888888,0.37777777777777777,0.5222222222222223,14.455555555555557,18.422222222222224,15.411111111111113,0.0,4.122222222222223,11.677777777777777,41.81111111111111,3.6222222222222222,0.21111111111111114,0.044444444444444446,1.7000000000000002,0.1,0.0,22.788888888888888,6.833333333333333,27.366666666666664,17.722222222222225,10.355555555555554,237.97777777777776
PRECIPITAÇÃO MÉDIA TOTAL,4.006060606060606,14.096969696969694,2.893939393939394,0.25151515151515147,15.930303030303032,0.7303030303030305,0.40606060606060596,0.051515151515151514,0.3878787878787878,4.672727272727272,15.172727272727276,10.366666666666669,16.666666666666668,0.0,4.893939393939394,6.824242424242424,32.35151515151515,2.3818181818181823,0.0696969696969697,0.05151515151515152,0.4666666666666667,0.057575757575757586,0.0,22.172727272727276,13.590909090909088,16.275757575757574,14.548484848484847,7.900000000000003,207.21818181818188
