PREFEITURA DO MUNICÍPIO DE SÃO PAULO,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31
SMSO - Secretaria Municipal de Serviços e Obras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOLETIM PLUVIOMÉTRICO MENSAL - NOVEMBRO - 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,TOTAL
CV - Casa Verde,0.0,0.0,2.6,0.0,0.4,0.0,0.0,3.8000000000000003,0.6,1.2,0.0,0.0,0.0,0.0,3.6,0.0,0.0,14.6,18.2,0.0,0.0,1.6,2.8,12.600000000000001,1.0,0.0,0.0,0.0,1.0,34.8,98.8
FO - Freguesia do Ó,0.0,0.0,8.5,0.0,0.8,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,17.8,21.2,0.0,0.0,2.0,10.0,13.399999999999999,9.0,0.4,0.0,0.0,5.2,47.8,142.3
JT - Jaçanã / Tremembé,1.0,0.0,4.5,0.0,0.0,0.0,0.5,8.0,0.2,0.8,0.0,0.0,0.0,0.0,2.5,0.0,0.0,27.8,23.0,0.0,0.0,16.8,3.0,12.0,1.5,0.0,0.0,0.0,3.5,55.5,160.6
MG - Vl. Maria / Guilherme,0.0,0.0,1.6,0.0,0.2,0.0,1.8,6.199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,17.4,15.8,0.0,0.0,6.8,1.2,8.600000000000001,1.0,0.0,0.0,0.0,2.2,41.2,104.6
PJ - Pirituba / Jaraguá,0.6,0.0,3.2,0.0,0.8,0.0,0.2,0.8,4.6,0.6,0.0,0.0,0.0,0.0,0.6,0.0,0.0,15.8,17.2,0.0,0.0,3.4,0.2,15.0,0.4,0.2,0.0,0.0,0.0,39.2,102.80000000000001
PR - Perus,0.0,0.0,1.8,0.0,0.0,0.0,0.0,4.2,2.6,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8,13.799999999999999,0.0,0.0,2.4000000000000004,15.0,18.0,3.4,0.2,0.0,0.0,0.6,40.2,133.4
ST - Santana,0.0,0.0,4.86,0.0,0.0,0.0,0.5,5.5,0.0,0.2,0.0,0.0,0.0,0.0,1.1,0.0,0.0,21.0,18.799999999999997,0.0,0.0,8.8,1.8,5.6,3.8,0.0,0.0,0.0,0.4,48.1,120.45999999999998
COMDEC - Carandirú,0.2,0.0,2.2,0.0,0.0,0.0,0.0,8.1,2.2,0.2,0.0,0.0,0.0,0.0,1.6,0.0,0.0,17.0,20.7,0.0,0.0,0.4,1.8,4.8,6.6,0.2,0.0,0.0,0.6000000000000001,37.5,104.1
PRECIPITAÇÃO MÉDIA - ZN,0.225,0.0,3.6574999999999998,0.0,0.275,0.0,0.375,5.075,1.525,0.675,0.0,0.0,0.0,0.0,1.275,0.0,0.0,20.025,18.5875,0.0,0.0,5.2749999999999995,4.475,11.249999999999998,3.3375000000000004,0.125,0.0,0.0,1.6874999999999998,43.0375,120.88250000000001
AF - Aricanduva / Vl. Formosa,0.0,0.0,1.6,0.0,0.0,0.0,1.8,3.2,0.0,0.0,8.4,0.0,0.0,0.0,0.8,0.0,0.0,20.0,11.4,0.0,0.0,11.2,12.0,17.0,0.4,0.0,0.0,0.0,17.4,48.9,154.1
EM - Ermelino Matarazzo,0.0,0.0,2.2,0.0,0.0,0.0,5.5,4.95,0.3,1.7,0.0,0.0,0.7,0.0,0.0,0.0,0.0,20.0,14.5,0.0,0.0,15.3,0.0,15.9,0.0,0.0,0.0,0.0,11.2,57.4,149.65
GU - Guaianazes,0.0,0.0,0.0,0.0,0.0,0.0,3.6,3.8,1.4,1.8,0.4,0.0,0.0,0.0,0.2,0.0,0.0,18.4,17.0,0.0,0.0,6.4,3.8000000000000003,12.8,0.0,0.0,0.0,0.0,17.6222,35.8,123.02219999999998
IQ - Itaquera,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.3,0.8,4.0,6.2,0.0,0.0,0.0,0.2,0.0,0.0,17.0,15.7,0.0,0.0,8.2,3.5,14.299999999999999,0.0,0.0,0.0,0.0,14.8,40.8,133.8
IT - Itaim Paulista,0.0,0.0,2.8,0.0,0.0,0.0,4.0,5.0,0.5,8.5,0.0,0.0,7.0,0.0,8.5,0.0,0.0,13.5,11.8,0.0,0.0,15.799999999999999,0.0,15.5,0.2,0.0,0.0,0.0,12.5,51.0,156.6
MO - Móoca,0.0,0.0,2.6,0.0,0.0,0.0,0.0,3.0000000000000004,0.0,0.2,0.0,0.0,0.0,0.0,1.2,0.0,0.0,16.8,16.0,0.0,0.0,4.2,1.8,11.8,1.4,0.0,0.0,0.0,7.2,42.4,108.6
MP - São Miguel Paulista,0.0,0.0,2.6,0.0,0.0,0.0,3.6,6.0,0.2,0.4,7.0,0.0,1.4,0.0,3.8,0.0,0.0,19.8,12.399999999999999,0.0,0.0,11.6,0.2,15.399999999999999,0.0,0.0,0.0,0.0,8.4,72.4,165.20000000000002
