PREFEITURA DO MUNICÍPIO DE SÃO PAULO,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31
SMSO - Secretaria Municipal de Serviços e Obras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOLETIM PLUVIOMÉTRICO MENSAL - NOVEMBRO - 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,TOTAL
CV - Casa Verde,0.2,0.0,0.0,32.0,0.2,0.0,0.0,0.0,0.0,7.8,3.4,0.0,0.0,0.0,0.0,0.0,44.599999999999994,31.0,0.4,1.2,23.799999999999997,11.399999999999999,0.0,0.0,0.0,0.0,23.800000000000004,0.0,0.0,0.0,179.8
FO - Freguesia do Ó,0.8,0.0,0.0,21.8,1.5,0.5,0.0,0.0,0.8,24.0,4.0,0.0,0.0,0.0,0.0,0.0,13.399999999999999,23.5,1.0,1.2,2.2,23.400000000000002,0.0,0.0,0.0,7.0,26.7,0.0,0.0,0.0,151.8
JT - Jaçanã / Tremembé,2.2,0.0,0.0,22.2,0.4,0.2,0.0,0.0,1.2,12.600000000000001,5.4,0.0,0.0,0.0,0.0,0.0,13.8,32.0,0.8,13.399999999999999,2.0,22.0,0.0,0.0,0.0,15.0,18.0,0.0,0.0,0.0,161.2
MG - Vl. Maria / Guilherme,1.2,0.0,0.0,15.4,0.2,0.0,0.0,0.0,12.4,13.0,3.4,0.0,0.0,0.0,0.0,0.0,18.4,17.2,1.6,4.0,2.4000000000000004,14.8,0.0,0.0,0.0,3.8,18.0,0.0,0.0,0.0,125.8
PJ - Pirituba / Jaraguá,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,8.4,11.0,2.8,0.0,0.0,0.0,0.6,1.0,38.2,36.2,0.2,1.4,10.6,11.2,0.0,0.0,0.0,8.2,20.2,0.0,0.0,0.0,176.99999999999997
PR - Perus,0.4,0.0,0.0,15.4,0.0,0.2,0.0,0.0,14.4,20.8,2.6,0.0,0.0,0.0,6.8,0.0,1.6,9.4,0.0,0.6000000000000001,1.4,17.6,0.0,0.0,0.0,20.2,38.6,0.0,0.0,0.0,150.00000000000003
ST - Santana,1.4,0.0,0.0,19.8,0.5,0.2,0.0,0.0,13.8,15.1,4.26,0.0,0.0,0.0,0.0,0.0,15.23,24.2,1.0,6.1,2.1999999999999997,20.0,0.0,0.0,0.0,8.54,20.86,0.0,0.0,0.0,153.19
COMDEC - Carandirú,0.8,0.0,0.0,23.2,0.2,0.0,0.0,0.0,9.6,4.8,3.7,0.0,0.0,0.0,0.0,0.0,22.0,29.0,0.5,5.0,7.0,18.2,0.0,0.0,0.0,4.0,24.0,0.0,0.0,0.0,152
PRECIPITAÇÃO MÉDIA - ZN,0.8750000000000001,0.0,0.0,22.1,0.37500000000000006,0.13749999999999998,0.0,0.0,7.575,13.6375,3.695,0.0,0.0,0.0,0.9249999999999999,0.125,20.903749999999995,25.3125,0.6875,4.1125,6.45,17.325,0.0,0.0,0.0,8.342500000000001,23.770000000000003,0.0,0.0,0.0,156.34875
AF - Aricanduva / Vl. Formosa,1.6,0.0,0.0,22.6,0.2,0.0,0.0,0.0,9.2,11.6,4.0,0.0,0.0,0.0,0.0,33.4,24.0,31.799999999999997,0.2,1.8,9.8,12.8,0.0,0.0,0.0,4.8,28.0,0.8,0.0,0.0,196.60000000000002
EM - Ermelino Matarazzo,0.6,0.0,0.0,20.2,0.4,0.0,0.0,0.0,6.7,11.5,6.45,0.0,0.0,0.0,0.0,0.0,5.9,22.8,1.5,3.4,4.0,18.35,0.0,0.0,0.0,0.2,23.200000000000003,0.0,0.0,0.0,125.20000000000002
GU - Guaianazes,0.6,0.0,0.0,20.0,1.6,0.0,0.0,0.0,1.6,8.0,3.0,0.0,0.0,0.0,0.0,0.2,18.2,23.200000000000003,1.2,2.4,2.8,14.6,0.0,0.0,0.0,0.6000000000000001,16.8,0.0,0.0,0.0,114.8
IQ - Itaquera,0.8,0.0,0.0,25.2,0.8,0.0,0.0,0.0,2.1,11.5,4.5,0.0,0.0,0.0,0.0,35.1,25.5,35.0,2.7,1.5,3.2,11.0,0.0,0.0,0.0,3.8000000000000003,17.8,0.0,0.0,0.0,180.5
IT - Itaim Paulista,0.7,0.0,0.0,20.8,0.8,0.0,0.0,0.0,2.0,8.5,8.2,0.0,0.0,0.0,0.0,7.6,26.8,21.4,6.2,4.8,7.0,19.5,0.0,0.0,0.0,2.2,21.6,0.0,0.0,0.0,158.1
MO - Móoca,0.6,0.0,0.0,25.4,0.4,0.0,0.0,0.0,6.4,10.2,3.2,0.0,0.0,0.0,0.0,0.0,23.4,26.4,0.2,0.8,21.2,11.4,0.0,0.0,0.0,4.4,23.0,0.2,0.0,0.0,157.2
MP - São Miguel Paulista,0.8,0.0,0.0,20.8,0.4,0.0,0.0,0.0,6.9,9.8,8.3,0.0,0.0,0.0,0.0,12.200000000000001,23.0,21.799999999999997,17.6,6.8,3.2,18.7,0.0,0.0,0.0,3.8,21.4,0.0,0.0,0.0,175.5
